Index,County,Local_Authority,Roll_Nr,Name,Ethos,Island,Irish,DEIS,Total_Boys,Total_Girls,Total_Pupils,Class_size_0_9,Class_size_10_19,Class_size_20_24,Class_size_25_29,Class_size_30_34,Class_size_35_39,Class_size_40_45,Type
2712,Tipperary,Tipperary (NR) County Council,19640R,Scoil Mhuire,Catholic,N,No Irish,N,48,38,86,,18,68,,,,,MS
2713,Tipperary,Tipperary (NR) County Council,19677R,Scoil Iosagain,Catholic,N,No Irish,N,66,61,127,,,45,52,30,,,MS
2714,Tipperary,Tipperary (NR) County Council,19874T,Scoil Na Toirbhirte,Catholic,N,No Irish,N,58,167,225,,,65,27,96,37,,MS
2715,Tipperary,Tipperary (NR) County Council,19937R,Gaelscoil Aonach,Catholic,N,All Irish,N,105,114,219,,,40,80,62,37,,MS
2716,Tipperary,Tipperary (NR) County Council,19968F,Gaelscoil Durlas Eile,Catholic,N,All Irish,N,129,101,230,,,24,145,61,,,MS
2717,Tipperary,Tipperary (NR) County Council,20062K,Scoil Mhuire,Catholic,N,No Irish,N,53,57,110,,,,80,30,,,MS
2718,Tipperary,Tipperary (NR) County Council,20451V,Scoil Naomh Cualán,Catholic,N,Part Irish,N,83,63,146,,67,20,29,30,,,MS
2719,Tipperary,Tipperary (SR) County Council,00606M,Monard N S,Catholic,N,No Irish,N,31,37,68,,,42,26,,,,MS
2720,Tipperary,Tipperary (SR) County Council,01285A,Tipperary Jnr Bn S,Catholic,N,No Irish,N,117,0,117,,19,20,78,,,,MS
2721,Tipperary,Tipperary (SR) County Council,01862M,Tipperary G N S,Catholic,N,No Irish,N,0,162,162,,18,,84,60,,,MS
2722,Tipperary,Tipperary (SR) County Council,02237R,Dualla N S,Catholic,N,No Irish,N,43,46,89,,,,55,34,,,MS
2723,Tipperary,Tipperary (SR) County Council,02670I,San Isadoir,Catholic,N,No Irish,N,41,58,99,,,68,,31,,,MS
2724,Tipperary,Tipperary (SR) County Council,04075E,Moyglass N S,Catholic,N,No Irish,N,59,61,120,,17,22,51,30,,,MS
2725,Tipperary,Tipperary (SR) County Council,04620D,Thomastown N S,Catholic,N,No Irish,N,49,50,99,,18,24,26,31,,,MS
2726,Tipperary,Tipperary (SR) County Council,05144C,New Inn B N S,Catholic,N,No Irish,N,45,0,45,,,20,25,,,,MS
2727,Tipperary,Tipperary (SR) County Council,06789H,Lisronagh N S,Catholic,N,No Irish,N,58,34,92,,,42,50,,,,MS
2728,Tipperary,Tipperary (SR) County Council,07048Q,Mohober N S,Catholic,N,No Irish,N,5,10,15,5,10,,,,,,MS
2729,Tipperary,Tipperary (SR) County Council,07245S,Cullen N S,Catholic,N,No Irish,N,17,4,21,9,12,,,,,,MS
2730,Tipperary,Tipperary (SR) County Council,07358I,S N Sceichin A Rince,Catholic,N,No Irish,N,24,18,42,,16,,26,,,,MS
2731,Tipperary,Tipperary (SR) County Council,08316U,Newtown N S,Catholic,N,No Irish,N,21,7,28,9,19,,,,,,MS
2732,Tipperary,Tipperary (SR) County Council,09432E,St Josephs Primary School,Catholic,N,No Irish,N,5,150,155,,17,44,57,31,,,MS
2733,Tipperary,Tipperary (SR) County Council,09967U,Upper Newtown N S,Catholic,N,No Irish,N,29,24,53,,33,20,,,,,MS
2734,Tipperary,Tipperary (SR) County Council,10120P,S N Mhuire Na Trocaire,Catholic,N,No Irish,N,59,219,278,,,107,139,32,,,MS
2735,Tipperary,Tipperary (SR) County Council,10533R,Ballydrehid N S,Catholic,N,No Irish,N,30,15,45,,,45,,,,,MS
2736,Tipperary,Tipperary (SR) County Council,11453B,Lisnamrock N S,Catholic,N,No Irish,N,39,24,63,,15,21,27,,,,MS
2737,Tipperary,Tipperary (SR) County Council,11470B,Slieveardagh N S,Catholic,N,No Irish,N,28,25,53,,,,53,,,,MS
2738,Tipperary,Tipperary (SR) County Council,11605V,Rosegreen N S,Catholic,N,No Irish,N,88,62,150,,37,22,28,63,,,MS
2739,Tipperary,Tipperary (SR) County Council,11872V,Clochar Na Toirbhirte,Catholic,N,No Irish,N,90,225,315,,74,103,138,,,,MS
2740,Tipperary,Tipperary (SR) County Council,12180U,Presentation Primary School,Catholic,N,No Irish,N,57,208,265,,,117,103,31,,,MS
2741,Tipperary,Tipperary (SR) County Council,12349L,S N Muire Na Naingeal,Catholic,N,No Irish,N,40,421,461,,,24,347,90,,,MS
2742,Tipperary,Tipperary (SR) County Council,13210I,St Josephs National School,Catholic,N,No Irish,Y,48,31,79,,,24,55,,,,MS
2743,Tipperary,Tipperary (SR) County Council,13404V,Scoil Mhuire Gan Smál,Catholic,N,No Irish,N,45,80,125,,16,,78,31,,,MS
2744,Tipperary,Tipperary (SR) County Council,13678M,Killurney N S,Catholic,N,No Irish,N,21,27,48,,18,,,30,,,MS
2745,Tipperary,Tipperary (SR) County Council,13847J,Hollyford N S,Catholic,N,No Irish,N,22,24,46,,19,,27,,,,MS
2746,Tipperary,Tipperary (SR) County Council,14008S,S N Bhride,Catholic,N,No Irish,N,53,51,104,,18,,54,32,,,MS
2747,Tipperary,Tipperary (SR) County Council,14181J,Poulicapple N S,Catholic,N,No Irish,N,36,23,59,,34,,25,,,,MS
2748,Tipperary,Tipperary (SR) County Council,14426N,Knockavilla N S,Catholic,N,No Irish,N,60,59,119,,55,64,,,,,MS
2749,Tipperary,Tipperary (SR) County Council,14791N,Cappawhite N S,Catholic,N,No Irish,Y,40,50,90,,17,48,25,,,,MS
2750,Tipperary,Tipperary (SR) County Council,15008A,Shronell N S,Catholic,N,No Irish,N,30,26,56,,36,20,,,,,MS
2751,Tipperary,Tipperary (SR) County Council,15157R,Mount Bruis N S,Catholic,N,No Irish,N,26,40,66,,15,22,29,,,,MS
2752,Tipperary,Tipperary (SR) County Council,15299O,Gaile N S,Catholic,N,No Irish,Y,20,16,36,,30,,,,,,MS
2753,Tipperary,Tipperary (SR) County Council,15362S,S N Michil Naofa,Catholic,N,No Irish,Y,53,64,117,,,117,,,,,MS
2754,Tipperary,Tipperary (SR) County Council,15970S,Ballytarsna N S,Catholic,N,No Irish,N,37,41,78,,51,,27,,,,MS
2755,Tipperary,Tipperary (SR) County Council,16059W,Emly N S,Catholic,N,No Irish,N,54,40,94,,36,23,,31,,,MS
2756,Tipperary,Tipperary (SR) County Council,16077B,Ardfinnan N S,Catholic,N,No Irish,N,110,116,226,,,70,81,63,,,MS
2757,Tipperary,Tipperary (SR) County Council,16111V,Killusty N S,Catholic,N,No Irish,N,20,18,38,,18,20,,,,,MS
2758,Tipperary,Tipperary (SR) County Council,16725K,S N Mhuire Na Mbraithre,Catholic,N,No Irish,N,164,0,164,,,111,53,,,,MS
2759,Tipperary,Tipperary (SR) County Council,16728Q,St Marys N S,Catholic,N,No Irish,N,225,0,225,,19,,137,63,,,MS
2760,Tipperary,Tipperary (SR) County Council,16729S,St Peter And Paul,Catholic,N,No Irish,Y,309,0,309,,55,66,53,65,70,,MS
2761,Tipperary,Tipperary (SR) County Council,17114J,S N An Ghabhailin,Catholic,N,No Irish,N,56,39,95,,13,23,29,30,,,MS
2762,Tipperary,Tipperary (SR) County Council,17140K,S N Baile Sluagh,Catholic,N,No Irish,N,28,6,34,,11,23,,,,,MS
2763,Tipperary,Tipperary (SR) County Council,17276M,Scoil Na Mbraithre,Catholic,N,No Irish,N,192,0,192,,,42,85,65,,,MS
2764,Tipperary,Tipperary (SR) County Council,17332T,St Marys Parochial School,Church Of Ireland,N,No Irish,N,21,16,37,,15,22,,,,,MS
2765,Tipperary,Tipperary (SR) County Council,17486A,S N Cleireachain,Catholic,N,No Irish,N,97,88,185,,17,45,56,32,35,,MS
2766,Tipperary,Tipperary (SR) County Council,17511T,S N Baile An Iubhair,Catholic,N,No Irish,N,15,23,38,,16,22,,,,,MS
2767,Tipperary,Tipperary (SR) County Council,17542H,S N Rath Chaomhghin,Catholic,N,No Irish,N,62,66,128,,,48,80,,,,MS
2768,Tipperary,Tipperary (SR) County Council,17580P,S N Gort Na Huaighe,Catholic,N,No Irish,N,60,60,120,,33,,26,61,,,MS
2769,Tipperary,Tipperary (SR) County Council,17620B,S N Rois Mhoir,Catholic,N,No Irish,N,39,28,67,,,41,26,,,,MS
2770,Tipperary,Tipperary (SR) County Council,17621D,S N An Bhealaigh,Catholic,N,No Irish,N,16,8,24,,24,,,,,,MS
2771,Tipperary,Tipperary (SR) County Council,17665A,S N Gleann Guail,Catholic,N,No Irish,Y,20,25,45,,,20,25,,,,MS
2772,Tipperary,Tipperary (SR) County Council,17694H,S N Chluainin,Catholic,N,No Irish,N,37,51,88,,18,45,25,,,,MS
2773,Tipperary,Tipperary (SR) County Council,17779P,Powerstown N S,Catholic,N,No Irish,N,189,151,340,,19,42,189,90,,,MS
2774,Tipperary,Tipperary (SR) County Council,17783G,S N Chuirt Doighte,Catholic,N,No Irish,N,23,35,58,,16,42,,,,,MS
2775,Tipperary,Tipperary (SR) County Council,17799V,S N Na Haille,Catholic,N,No Irish,N,51,48,99,,,47,52,,,,MS
2776,Tipperary,Tipperary (SR) County Council,18062V,S N An Grainseach,Catholic,N,No Irish,N,91,95,186,,,69,54,63,,,MS
2777,Tipperary,Tipperary (SR) County Council,18085K,Ballyneale N S,Catholic,N,No Irish,N,44,42,86,,35,24,27,,,,MS
2778,Tipperary,Tipperary (SR) County Council,18326G,S N Naomh Padraig,Catholic,N,No Irish,N,37,36,73,,,47,26,,,,MS
2779,Tipperary,Tipperary (SR) County Council,18459C,Scoil Mhuire,Catholic,N,No Irish,N,20,24,44,,,44,,,,,MS
2780,Tipperary,Tipperary (SR) County Council,18486F,S N Cill Siolain,Catholic,N,No Irish,N,77,55,132,,,21,81,30,,,MS
2781,Tipperary,Tipperary (SR) County Council,18501V,Grangemockler Ns,Catholic,N,No Irish,N,42,44,86,,18,68,,,,,MS
2782,Tipperary,Tipperary (SR) County Council,18512D,St Francis National School,Catholic,N,No Irish,N,16,14,30,9,17,,,,,,MS
2783,Tipperary,Tipperary (SR) County Council,18528S,Annacarty N S,Catholic,N,No Irish,N,35,42,77,,,,77,,,,MS
2784,Tipperary,Tipperary (SR) County Council,18538V,Scoil Mhuire,Catholic,N,No Irish,N,58,59,117,,18,69,,30,,,MS
2785,Tipperary,Tipperary (SR) County Council,18582B,Ballylooby N S,Catholic,N,No Irish,N,80,82,162,,,24,108,30,,,MS
2786,Tipperary,Tipperary (SR) County Council,18716T,Cahir B N S,Catholic,N,No Irish,N,163,0,163,,,23,107,33,,,MS
2787,Tipperary,Tipperary (SR) County Council,19294B,Lisvernane N S,Catholic,N,No Irish,N,52,36,88,,33,20,,,35,,MS
2788,Tipperary,Tipperary (SR) County Council,19305D,Tankerstown N S,Catholic,N,No Irish,N,43,53,96,,,68,28,,,,MS
2789,Tipperary,Tipperary (SR) County Council,19356U,Killenaule N S,Catholic,N,No Irish,Y,81,80,161,,33,,,125,,,MS
2790,Tipperary,Tipperary (SR) County Council,19421F,Kilross Ns,Catholic,N,No Irish,N,5,5,10,10,,,,,,,MS
2791,Tipperary,Tipperary (SR) County Council,19540N,Clogheen Central N S,Catholic,N,No Irish,N,43,28,71,,,43,28,,,,MS
2792,Tipperary,Tipperary (SR) County Council,19645E,St Oliver Plunketts Ns,Catholic,N,No Irish,Y,195,192,387,,147,188,52,,,,MS
2793,Tipperary,Tipperary (SR) County Council,19689B,Bansha N S,Catholic,N,No Irish,N,39,28,67,,,41,26,,,,MS
2794,Tipperary,Tipperary (SR) County Council,19690J,Clonoulty Central N S,Catholic,N,No Irish,N,29,34,63,,19,44,,,,,MS
2795,Tipperary,Tipperary (SR) County Council,19692N,St John The Baptist,Catholic,N,No Irish,N,0,292,292,,19,48,164,61,,,MS
2796,Tipperary,Tipperary (SR) County Council,19696V,Cashel Deanery,Church Of Ireland,N,No Irish,N,21,17,38,,18,20,,,,,MS
2797,Tipperary,Tipperary (SR) County Council,19879G,Naomh Padraig Junior,Catholic,N,No Irish,N,32,23,55,,,,25,30,,,MS
2798,Tipperary,Tipperary (SR) County Council,19880O,Naomh Padraig Senior,Catholic,N,No Irish,N,28,28,56,,32,24,,,,,MS
2799,Tipperary,Tipperary (SR) County Council,20007C,Gaelscoil Chluain Meala,Catholic,N,All Irish,N,107,108,215,,,48,137,30,,,MS
2800,Tipperary,Tipperary (SR) County Council,20027I,Gaelscoil Thiobraid Arann,Catholic,N,All Irish,N,36,37,73,,,20,53,,,,MS
2801,Tipperary,Tipperary (SR) County Council,20085W,Gaelscoil Charraig Na Siuire,Catholic,N,All Irish,N,86,94,180,,,45,104,31,,,MS
2802,Tipperary,Tipperary (SR) County Council,20129Q,Scoil Teampall Toinne,Catholic,N,No Irish,N,54,53,107,,,22,55,30,,,MS
2803,Tipperary,Tipperary (SR) County Council,20155R,St John The Baptist Boys School,Catholic,N,No Irish,N,246,0,246,,36,,80,130,,,MS
2804,Tipperary,Tipperary (SR) County Council,20355C,Holy Trinity National School,Catholic,N,No Irish,N,109,92,201,,19,117,,62,,,MS
2805,Waterford,Waterford City Council,12007G,Our Lady Of Good Counsel Gns,Catholic,N,No Irish,N,0,209,209,,15,23,79,92,,,MS
2806,Waterford,Waterford City Council,12535I,S N Ursula Naofa,Catholic,N,No Irish,N,0,704,704,,,93,320,291,,,MS
2807,Waterford,Waterford City Council,15046I,St Stephens N S,Catholic,N,No Irish,Y,425,0,425,,19,21,355,30,,,MS
2808,Waterford,Waterford City Council,16976M,S N Deaglan,Catholic,N,No Irish,N,438,0,438,,,23,355,60,,,MS
2809,Waterford,Waterford City Council,17351A,S N Naomh Mhuire,Catholic,N,No Irish,N,389,280,669,,,,660,,,,MS
2810,Waterford,Waterford City Council,18235D,S N Muire An Port Mor,Catholic,N,No Irish,N,219,0,219,,,24,134,61,,,MS
2811,Waterford,Waterford City Council,18462O,Scoil Lorcain Bns,Catholic,N,No Irish,Y,367,0,367,,56,180,131,,,,MS
2812,Waterford,Waterford City Council,18509O,An Teaghlaigh Naofa,Catholic,N,No Irish,Y,0,314,314,,,71,243,,,,MS
2813,Waterford,Waterford City Council,18681D,Christ Church N S,Church Of Ireland,N,No Irish,N,61,71,132,,,23,77,32,,,MS
2814,Waterford,Waterford City Council,18689T,Our Lady Of Mercy Senior P.S.,Catholic,N,No Irish,Y,0,304,304,,,72,232,,,,MS
2815,Waterford,Waterford City Council,18793O,Sc Naomh Eoin Le Dia,Catholic,N,No Irish,N,0,259,259,,,90,109,60,,,MS
2816,Waterford,Waterford City Council,19511G,St Saviours Ns,Catholic,N,No Irish,Y,146,138,284,,137,63,79,,,,MS
2817,Waterford,Waterford City Council,19853L,Gaelscoil Phort Lairge,Catholic,N,All Irish,N,106,110,216,,,24,162,30,,,MS
2818,Waterford,Waterford City Council,19947U,Mount Sion Cbs N S,Catholic,N,No Irish,Y,288,0,288,,37,128,26,97,,,MS
2819,Waterford,Waterford City Council,19955T,Presentation Primary School,Catholic,N,No Irish,Y,10,393,403,,35,218,138,,,,MS
2820,Waterford,Waterford City Council,20050D,Gaelscoil Na Ndeise,Catholic,N,All Irish,N,116,114,230,,19,67,84,60,,,MS
2821,Waterford,Waterford City Council,20143K,Waterpark N S,Catholic,N,No Irish,N,141,99,240,,,,,240,,,MS
2822,Waterford,Waterford City Council,20160K,Waterford Educate Together Ns,Multi Denominational,N,No Irish,N,117,91,208,,,44,134,30,,,MS
2823,Waterford,Waterford City Council,20219R,St Pauls B N S,Catholic,N,No Irish,Y,233,0,233,,72,108,53,,,,MS
2824,Waterford,Waterford County Council,01395H,Aglish N S,Catholic,N,No Irish,N,59,43,102,,,24,78,,,,MS
2825,Waterford,Waterford County Council,01711O,S N Cill Rosanta,Catholic,N,No Irish,N,62,57,119,,,,26,93,,,MS
2826,Waterford,Waterford County Council,02889O,S N An Chlais Mhor,Catholic,N,No Irish,N,52,45,97,,,69,28,,,,MS
2827,Waterford,Waterford County Council,05548D,Sn Baile Mhic Airt,Catholic,N,All Irish,N,27,39,66,,18,23,25,,,,MS
2828,Waterford,Waterford County Council,07441S,Ballycurrane N S,Catholic,N,No Irish,N,26,18,44,,19,,25,,,,MS
2829,Waterford,Waterford County Council,07737Q,Villierstown N S,Catholic,N,No Irish,N,18,27,45,,19,,26,,,,MS
2830,Waterford,Waterford County Council,11969N,Carrickbeg N S,Catholic,N,No Irish,N,64,43,107,,,22,52,33,,,MS
2831,Waterford,Waterford County Council,13020D,Our Lady Of Mercy N S,Catholic,N,No Irish,N,20,29,49,,,20,29,,,,MS
2832,Waterford,Waterford County Council,13635R,Ballyduff N S,Catholic,N,No Irish,N,119,103,222,,,89,82,33,,,MS
2833,Waterford,Waterford County Council,14164J,S N Lios Mor Mochuda,Church Of Ireland,N,No Irish,N,21,20,41,,,41,,,,,MS
2834,Waterford,Waterford County Council,14568K,Killea Boys N S,Catholic,N,No Irish,N,111,0,111,,,23,55,33,,,MS
2835,Waterford,Waterford County Council,14679T,S N Baile Builearaigh,Catholic,N,No Irish,N,115,118,233,,,,110,123,,,MS
2836,Waterford,Waterford County Council,14989L,Passage East N S,Catholic,N,No Irish,N,49,47,96,,19,23,54,,,,MS
2837,Waterford,Waterford County Council,15318P,Glenbeg N S,Catholic,N,No Irish,N,72,66,138,,,68,,34,36,,MS
2838,Waterford,Waterford County Council,15540Q,Ballyduff B 2 N S,Catholic,N,No Irish,N,70,60,130,,,47,83,,,,MS
2839,Waterford,Waterford County Council,15963V,Rathgormack B N S,Catholic,N,No Irish,N,71,59,130,,,23,76,31,,,MS
2840,Waterford,Waterford County Council,16732H,Scoil Naomh Seosamh,Catholic,N,No Irish,Y,125,0,125,,,44,81,,,,MS
2841,Waterford,Waterford County Council,16748W,S N Na Cille,Catholic,N,No Irish,N,82,76,158,,,68,28,62,,,MS
2842,Waterford,Waterford County Council,16818R,Sn Na Leanai,Catholic,N,All Irish,N,24,37,61,,11,,50,,,,MS
2843,Waterford,Waterford County Council,16950R,S N An Carraig Liath,Catholic,N,No Irish,N,53,42,95,,,40,55,,,,MS
2844,Waterford,Waterford County Council,17133N,S N An Baile Nua,Catholic,N,No Irish,N,52,44,96,,17,24,55,,,,MS
2845,Waterford,Waterford County Council,17159I,S N An Garrain Bhain,Catholic,N,No Irish,N,108,91,199,,,44,55,65,35,,MS
2846,Waterford,Waterford County Council,17295Q,S N Na Rinne,Catholic,N,All Irish,N,58,61,119,,16,20,52,31,,,MS
2847,Waterford,Waterford County Council,17522B,Knockanore N S,Catholic,N,No Irish,N,39,42,81,,,24,27,30,,,MS
2848,Waterford,Waterford County Council,17525H,Light Of Christ National School,Catholic,N,No Irish,N,0,104,104,,14,90,,,,,MS
2849,Waterford,Waterford County Council,17535K,Fionnabhair N S,Catholic,N,No Irish,N,106,104,210,,,42,136,32,,,MS
2850,Waterford,Waterford County Council,17536M,S N Dun Aill,Catholic,N,No Irish,N,67,65,132,,16,,85,31,,,MS
2851,Waterford,Waterford County Council,17570M,S N Na Bhfiodh,Catholic,N,No Irish,N,32,22,54,,,23,,31,,,MS
2852,Waterford,Waterford County Council,17643N,S N Cill Bhriain,Catholic,N,No Irish,N,7,7,14,14,,,,,,,MS
2853,Waterford,Waterford County Council,17997C,St Marys N S Grange,Catholic,N,No Irish,N,33,33,66,,,66,,,,,MS
2854,Waterford,Waterford County Council,18048E,S N Naomh Deaglan,Catholic,N,No Irish,N,48,52,100,,19,23,27,31,,,MS
2855,Waterford,Waterford County Council,18077L,S N Cnoc Machan,Catholic,N,No Irish,Y,19,6,25,,25,,,,,,MS
2856,Waterford,Waterford County Council,18094L,S N Dun Na Mainistreach,Catholic,N,No Irish,N,244,222,466,,38,20,224,184,,,MS
2857,Waterford,Waterford County Council,18108T,Whitechurch N S Ceapach,Catholic,N,No Irish,N,52,48,100,,,43,27,30,,,MS
2858,Waterford,Waterford County Council,18167M,S N Aine Nfa Seafield,Catholic,N,No Irish,N,34,31,65,,19,46,,,,,MS
2859,Waterford,Waterford County Council,18318H,S N Naomh Parthalan,Catholic,N,No Irish,N,35,24,59,,16,43,,,,,MS
2860,Waterford,Waterford County Council,18321T,S N Muire Magh Deilge,Catholic,N,No Irish,N,44,39,83,,15,68,,,,,MS
2861,Waterford,Waterford County Council,18380M,S N Faiche Liag,Catholic,N,No Irish,N,105,95,200,,,44,25,61,70,,MS
2862,Waterford,Waterford County Council,18488J,Scoil Naomh Gobnait,Catholic,N,No Irish,N,69,62,131,,,65,29,31,,,MS
2863,Waterford,Waterford County Council,18779U,St Marys Ns Touraneena,Catholic,N,No Irish,N,28,32,60,,32,,28,,,,MS
2864,Waterford,Waterford County Council,19345P,Ballymacarberry N S,Catholic,N,No Irish,N,99,106,205,,19,70,54,62,,,MS
2865,Waterford,Waterford County Council,19443P,Clonea Ns,Catholic,N,No Irish,N,49,37,86,,34,24,28,,,,MS
2866,Waterford,Waterford County Council,19616U,Scoil Mhuire,Catholic,N,No Irish,N,76,65,141,,,,79,62,,,MS
2867,Waterford,Waterford County Council,19629G,Holy Cross School,Catholic,N,No Irish,N,363,335,698,,,23,368,307,,,MS
2868,Waterford,Waterford County Council,19726E,Stradbally C. Of Ire. Ns,Church Of Ireland,N,No Irish,N,22,11,33,,33,,,,,,MS
2869,Waterford,Waterford County Council,19814B,Scoil Gearbhain,Catholic,N,All Irish,N,116,124,240,,,42,166,32,,,MS
2870,Waterford,Waterford County Council,19885B,Gaelscoil Philib Barún,Catholic,N,All Irish,N,94,125,219,,,47,110,62,,,MS
2871,Waterford,Waterford County Council,19953P,St Marys Ns,Catholic,N,No Irish,Y,87,223,310,,56,90,130,30,,,MS
2872,Waterford,Waterford County Council,19970P,Portlaw N.S.,Catholic,N,No Irish,N,143,120,263,,,68,161,34,,,MS
2873,Waterford,Waterford County Council,20076V,Bun Scoil Bhothar Na Naomh,Catholic,N,No Irish,N,155,135,290,,19,63,53,120,35,,MS
2874,Waterford,Waterford County Council,20116H,Glor Na Mara Ns,Catholic,N,No Irish,N,234,197,431,,,139,163,129,,,MS
2875,Waterford,Waterford County Council,20157V,Bunscoil Gleann Sidheain,Catholic,N,No Irish,N,95,99,194,,,69,26,63,36,,MS
2876,Waterford,Waterford County Council,20170N,Scoil Choill Mhic Thomaisin,Catholic,N,No Irish,N,70,82,152,,18,20,83,31,,,MS
2877,Waterford,Waterford County Council,20261Q,Newtown Junior School,Quaker,N,No Irish,N,73,47,120,,32,,26,62,,,MS
2878,Waterford,Waterford County Council,20446F,Tramore Educate Together National School,Multi Denominational,N,No Irish,N,6,6,12,,12,,,,,,MS
2879,Westmeath,Westmeath County Council,00934G,Presentation Convent (Jnr),Catholic,N,No Irish,N,187,206,393,,,71,162,153,,,MS
2880,Westmeath,Westmeath County Council,00941D,S N Bhride,Catholic,N,No Irish,N,19,19,38,,17,21,,,,,MS
2881,Westmeath,Westmeath County Council,01731U,Ballynacargy Mixed N S,Catholic,N,No Irish,Y,31,30,61,,33,,28,,,,MS
2882,Westmeath,Westmeath County Council,02263S,Crowenstown N S,Catholic,N,No Irish,N,25,13,38,,38,,,,,,MS
2883,Westmeath,Westmeath County Council,03936C,S N An Chuil,Catholic,N,No Irish,N,33,24,57,,32,,25,,,,MS
2884,Westmeath,Westmeath County Council,05513H,Castlepollard Mixed N S,Catholic,N,No Irish,N,64,57,121,,19,23,79,,,,MS
2885,Westmeath,Westmeath County Council,05916G,St. Anne'S National School,Catholic,N,No Irish,N,69,47,116,,16,45,55,,,,MS
2886,Westmeath,Westmeath County Council,07722D,St Peters N S Snr,Catholic,N,No Irish,Y,4,112,116,,107,,,,,,MS
2887,Westmeath,Westmeath County Council,08037Q,Tang N S,Catholic,N,No Irish,N,61,62,123,,35,23,,30,35,,MS
2888,Westmeath,Westmeath County Council,08100U,S N Phadraig,Catholic,N,No Irish,N,36,36,72,,,21,51,,,,MS
2889,Westmeath,Westmeath County Council,10857U,Castlepollard Paroc.N S,Church Of Ireland,N,No Irish,N,11,16,27,,27,,,,,,MS
2890,Westmeath,Westmeath County Council,13571R,Drumraney Mixed N S,Catholic,N,No Irish,N,14,7,21,9,12,,,,,,MS
2891,Westmeath,Westmeath County Council,14450K,St Feighans Mxd N S,Catholic,N,No Irish,N,54,45,99,,17,,82,,,,MS
2892,Westmeath,Westmeath County Council,15291V,Streamstown Mixed N S,Catholic,N,No Irish,N,53,50,103,,,23,80,,,,MS
2893,Westmeath,Westmeath County Council,15307K,Dalystown N S,Catholic,N,No Irish,N,53,56,109,,,22,56,31,,,MS
2894,Westmeath,Westmeath County Council,15512L,St Brigid'S Primary School,Catholic,N,No Irish,N,52,160,212,,,21,161,30,,,MS
2895,Westmeath,Westmeath County Council,16092U,Athlone N S,Church Of Ireland,N,No Irish,N,40,32,72,,,43,29,,,,MS
2896,Westmeath,Westmeath County Council,16304J,Milltownpass N S,Catholic,N,No Irish,N,43,53,96,,,63,28,,,,MS
2897,Westmeath,Westmeath County Council,16340N,Ballinagore Mixed N S,Catholic,N,No Irish,N,37,38,75,,19,,26,30,,,MS
2898,Westmeath,Westmeath County Council,16639R,Sn Deaghan O Ceallaigh,Catholic,N,No Irish,Y,81,0,81,,81,,,,,,MS
2899,Westmeath,Westmeath County Council,16838A,St. Colmcille'S N.S.,Catholic,N,No Irish,N,109,122,231,,,23,55,153,,,MS
2900,Westmeath,Westmeath County Council,16868J,Baile Na Gceallach N S,Catholic,N,No Irish,N,68,48,116,,,,54,62,,,MS
2901,Westmeath,Westmeath County Council,16914N,Baile Coireil N S,Catholic,N,No Irish,N,60,64,124,,18,24,82,,,,MS
2902,Westmeath,Westmeath County Council,16961W,Kilcumeragh N S,Catholic,N,No Irish,N,47,30,77,,,23,54,,,,MS
2903,Westmeath,Westmeath County Council,17025K,S N Na Ndun,Catholic,N,No Irish,N,73,50,123,,,46,77,,,,MS
2904,Westmeath,Westmeath County Council,17089N,Cluain Maolain N S,Catholic,N,No Irish,N,111,103,214,,,69,81,64,,,MS
2905,Westmeath,Westmeath County Council,17102C,Cluain Buinne N S,Catholic,N,No Irish,N,61,51,112,,19,,27,30,36,,MS
2906,Westmeath,Westmeath County Council,17167H,Bl Oliver Plunkett N S,Catholic,N,No Irish,N,94,0,94,,,66,28,,,,MS
2907,Westmeath,Westmeath County Council,17182D,Mhichil Naofa N S,Catholic,N,No Irish,N,38,44,82,,,,52,30,,,MS
2908,Westmeath,Westmeath County Council,17189R,Rath Eoghan N S,Catholic,N,No Irish,N,31,38,69,,,44,25,,,,MS
2909,Westmeath,Westmeath County Council,17236A,Boher N S,Catholic,N,No Irish,N,18,13,31,,31,,,,,,MS
2910,Westmeath,Westmeath County Council,17290G,Dysart Ns,Catholic,N,No Irish,N,16,15,31,,31,,,,,,MS
2911,Westmeath,Westmeath County Council,17327D,Curraghmore N S,Catholic,N,No Irish,N,120,112,232,,,,109,123,,,MS
2912,Westmeath,Westmeath County Council,17432A,Magh Mora N S,Catholic,N,No Irish,N,11,26,37,,17,20,,,,,MS
2913,Westmeath,Westmeath County Council,17606H,Naomh Micheal N S,Catholic,N,No Irish,N,13,14,27,,27,,,,,,MS
2914,Westmeath,Westmeath County Council,17708P,Sc Ciarain,Catholic,N,No Irish,N,82,72,154,,19,48,54,33,,,MS
2915,Westmeath,Westmeath County Council,17743R,Naomh Muire N S,Catholic,N,No Irish,N,8,9,17,6,11,,,,,,MS
2916,Westmeath,Westmeath County Council,17806P,Cill Cleithe N S,Catholic,N,No Irish,N,46,43,89,,15,21,53,,,,MS
2917,Westmeath,Westmeath County Council,17882I,S N Aodha Naofa,Catholic,N,No Irish,N,12,13,25,,25,,,,,,MS
2918,Westmeath,Westmeath County Council,17903N,Corr Na Madadh N S,Catholic,N,No Irish,N,127,137,264,,,21,243,,,,MS
2919,Westmeath,Westmeath County Council,17932U,Odhran Naofa N S,Catholic,N,No Irish,N,35,52,87,,18,44,25,,,,MS
